Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,300.29150390625,300.3100088320262,298.1285432450574,299.0621393174498,59151200
2020-01-03,298.0177001953125,299.15465327119983,296.8068120242286,296.8622703978099,77709700
2020-01-06,299.1546325683594,299.23782012297437,296.12275790914583,296.2429271131675,55653900
2020-01-07,298.3134460449219,299.0621621691323,297.8604984597193,298.5814854018749,40496400
2020-01-08,299.9033508300781,301.1327156461502,298.25802002933847,298.50758269489893,68296000
2020-01-09,301.9369201660156,302.0108834726726,300.8924070771922,301.4840006955028,48473300
2020-01-10,301.0679931640625,302.68559471716,300.5965970362407,302.52847207746356,53029300
2020-01-13,303.1385803222656,303.14780457892977,301.2621634138756,301.69660615664253,47086800
2020-01-14,302.6763916015625,303.75785806141926,302.11252720941695,302.69486832260185,62832800
2020-01-15,303.36041259765625,304.12760558690024,302.50077958099183,302.58396714304945,72056600
2020-01-16,305.8838806152344,305.8838806152344,304.5250940213374,304.7561799848659,54050300
2020-01-17,306.8359375,307.0485185216617,305.81915367226685,306.6048515486395,95846000
2020-01-21,306.2351379394531,307.0485651251006,305.7914708990916,305.8654060029057,77742400
2020-01-22,306.2721252441406,307.7603336927688,306.11500256736105,307.10402916889933,48914900
2020-01-23,306.6233215332031,307.0392875200072,304.4880896462409,305.6157901924544,51963000
2020-01-24,303.89654541015625,307.3720876331855,302.59321707652026,307.28890006406897,87578400
2020-01-27,299.02520751953125,300.5226399031406,298.2487621431684,298.59076482229733,84062500
2020-01-28,302.1587219238281,303.04608396648996,299.11762328971656,300.4671571767047,63834000
2020-01-29,301.9091491699219,303.7670891222673,301.70579241788045,303.5360031862535,53888900
2020-01-30,302.88897705078125,303.1015862851458,299.0622082933638,299.8201487893357,75491800
2020-01-31,297.3891296386719,302.4175619764646,296.46478587376487,302.26041112458785,113845600
2020-02-03,299.59832763671875,301.4839970111189,298.76642380378036,298.8865930190771,69083000
2020-02-04,304.1645202636719,305.04265801769907,302.92590315343807,303.2494290738023,62573200
2020-02-05,307.67706298828125,307.8896722169145,305.6527760231822,307.13170353264013,65951100
2020-02-06,308.71234130859375,308.9064456011247,307.6215942254238,308.6476304748391,50359700
2020-02-07,307.06707763671875,308.7216330301359,306.51246561383925,307.64016638382316,64139400
2020-02-10,309.3593444824219,309.4240553118806,306.1333939781077,306.17037562475997,42070000
2020-02-11,309.8955078125,311.52233369965023,309.3593726178411,310.72741158108295,54864500
2020-02-12,311.8921203613281,312.10470139738305,310.9770007500413,311.34673265550464,43992700
2020-02-13,311.5593566894531,312.5391589793717,310.1728408215981,310.45013271167403,54501900
2020-02-14,312.0584716796875,312.17864088676066,310.76439600492625,311.9752841229601,64582200
2020-02-18,311.2543640136719,312.1232496268496,309.8493430857725,311.05100720614644,57226200
2020-02-19,312.7424621582031,313.4264675089638,311.94754007042536,312.2340843772971,48814700
2020-02-20,311.4577331542969,313.01987682652265,308.43511011326365,312.18794462995936,74163400
2020-02-21,308.2501525878906,310.40386103447594,307.4182206764485,310.08958755606227,113788200
2020-02-24,298.02691650390625,308.3240909414559,296.9361694687542,298.6924451148754,161088400
2020-02-25,288.99603271484375,300.05117472442714,288.1086707210048,299.4318802839928,218913200
2020-02-26,287.93304443359375,294.0429423659753,287.19358080361235,290.41027862363364,194773800
2020-02-27,275.0014953613281,287.98851269200094,275.0014953613281,282.350010641258,284353500
2020-02-28,273.8460998535156,275.35278474241954,263.93713331079226,266.85806306798787,384975800
2020-03-02,285.70550537109375,285.7702162261281,272.18234710602917,275.64863737046846,238703600
2020-03-03,277.5248718261719,290.09594854305755,275.0568905810994,286.0843013055962,300139100
2020-03-04,289.1902160644531,289.4120777801317,280.3812199156426,282.9601472687874,176613400
2020-03-05,279.5770263671875,285.13234180123146,277.3124009134336,281.9063908677441,186366800
2020-03-06,274.9553527832031,276.17549360863507,268.2723638518966,270.97143248043915,228667200
2020-03-09,253.48281860351562,262.689275249962,252.76183154461444,254.47184506277205,309417300
2020-03-10,266.5992736816406,266.6916855024435,252.80805061122447,263.10525495145106,276444100
2020-03-11,253.6029815673828,260.60952420097004,250.38628281468246,259.46334677954695,255316300
2020-03-12,229.33897399902344,246.4855567933624,228.9414987731833,236.6320470731581,392220700
2020-03-13,248.94430541992188,250.94089162497488,229.71794951752298,243.18563277930045,329566100
2020-03-16,221.703857421875,237.4639073134962,219.4022363721016,222.9332222160678,297240000
2020-03-17,233.6741485595703,236.78919719776994,219.1342224752901,226.50123062876983,262070500
